10926,50,ITALY,NULL,POZZUOLI,NULL,NULL
97,74,HONDURAS,NULL,CABO DE HIGUERAS,16.017,-86.033
7642,74,VENEZUELA,NULL,NUEVA CADIZ,10.817,-64.183
18940,50,ITALY,SICILY,AUGUSTA,37.2167,15.2167
99,74,VENEZUELA,NULL,CUMANA,10.483,-64.2
7643,74,VENEZUELA,NULL,PUNTA DE ARAYA,10.633,-64.3
28206,85,JAPAN,NULL,"IZU PENINSULA, HONSHU",34.8,139
10927,50,ISRAEL,NULL,GAZA - JAFFA,31.5,34.467
25328,84,SOUTH KOREA,NULL,"ANSAN,  CHUNGCHONG",36.8741,126.2116
25329,84,SOUTH KOREA,NULL,"ISAN,  CHUNGCHONG",36.8797,126.6169
19454,85,JAPAN,NULL,YATSUSHIRO,32.517,130.567
19455,85,JAPAN,NULL,HIGO,32.5,130.6
10928,50,ITALY,NULL,REGGIO DI CALABRIA,38.1,15.65
100,89,CHILE,CONCEPCION,OLD CONCEPCION,-36.733,-72.983
10929,50,FRANCE,NULL,VALLEY OF THE RIVER LA VESUBIE,NULL,NULL
101,89,CHILE,CONCEPCION,OLD CONCEPCION,-36.733,-72.983
10411,85,JAPAN,WAKAYAMA,TAKADA,37.12,138.24
102,73,NETHERLANDS,NULL,HOLLAND,NULL,NULL
31657,89,CHILE,VALDIVIA,LAKE RINIUE,-39.8,-72.4
104,89,CHILE,VALDIVIA,VALDIVIA,-39.8,-73.233
103,89,CHILE,CONCEPCION,OLD CONCEPCION,-36.733,-72.983
16353,84,NORTH KOREA,NULL,KOGEN,40.025,127.956
15647,73,FRANCE,NULL,"BOULOGNE, FRANCE",50.725,1.614
106,73,UK,NULL,"SANDWICH, UNITED KINGDOM",51.283,1.333
105,73,UK,NULL,"DOVER, UNITED KINGDOM",51.133,1.316
15644,73,FRANCE,NULL,"CALAIS, FRANCE",50.957,1.852
16218,89,PERU,NULL,CAMANA,-16.623,-72.711
19006,89,PERU,NULL,CHINCHA,-13.469,-76.19
10412,85,JAPAN,MIYAGI,"TOKURA VILLAGE, MOTOYOSHI COUNTY",38.8,141.5
7998,85,JAPAN,AICHI,TSUSHIMA,35.167,136.717
7999,85,JAPAN,MIE,OMINATO (ISE),34.517,136.75
7997,85,JAPAN,MIE,NAGASHIMA,35.083,136.7
8000,85,JAPAN,SHIGA,NAGAHAMA,35.383,136.267
29557,89,PERU,NULL,TRUJILLO,-8.112,-79.0288
113,89,PERU,NULL,CALLAO,-12.05,-77.15
111,85,JAPAN,MIYAGI,MIYAGI (NE HONSHU),38.45,141.6
112,85,JAPAN,MIYAGI,SHIZUKAWA,38.72,141.45
114,89,PERU,NULL,LIMA,-12.1,-77.13
10244,85,JAPAN,MIYAGI,TOKURA SANRIKU (MIYAGI PREFECTURE),NULL,NULL
16222,89,PERU,NULL,SECHURA,-5.553,-80.82
117,85,JAPAN,SHIZUOKA,SURUGA-WAN,34.83,138.58
116,85,JAPAN,AICHI,MIKAWA,34.7,137.13
118,85,JAPAN,SHIZUOKA,TOTOMI,34.967,138.383
19010,89,PERU,NULL,CAMANA,-16.623,-72.711
119,73,AZORES (PORTUGAL),NULL,"ILHA DE SAO MIGUEL, AZORES",37.78,-25.5
10930,50,ITALY,CAMPANIA,BAY OF NAPLES,40.83,14.25
120,85,JAPAN,OITA,"URYU-JIMA ISLAND, BEPPU BAY",33.3,131.5
122,85,JAPAN,OITA,SAGANOSEKI,33.2411,131.8722
123,85,JAPAN,OITA,"HISAMITSUJIMA ISLAND, BEPPU BAY",33.3,131.5
10935,50,,NULL,HERACLEON,NULL,NULL
10413,85,JAPAN,CHIBA,BOSO PENINSULA,34.9,139.85
124,85,JAPAN,CHIBA,"KAZUSA, AWA",35.1,140.4
10414,85,JAPAN,MIE,KUMANONADA SEA,33.7,136.5
126,89,PERU,NULL,CAMANA,-16.623,-72.711
10678,89,PERU,NULL,ILO,-17.639,-71.338
127,89,CHILE,CONCEPCION,OLD CONCEPCION,-36.733,-72.983
125,89,CHILE,ARICA,ARICA,-18.467,-70.333
128,89,PERU,NULL,PISCO,-13.71,-76.22
10677,89,PERU,NULL,CALLAO,-12.05,-77.15
15705,84,CHINA,NULL,"SHAXIAN, FUJIAN PROVINCE",26.402,117.791
15704,84,CHINA,NULL,"QUANZHOU, FUJIAN PROVINCE",24.914,118.586
10415,85,JAPAN,SHIZUOKA,ARAI,34.6833,137.5667
131,85,JAPAN,KOCHI,KANNOURA,33.533,134.3
133,85,JAPAN,KANAGAWA,HIRO,34.0333,135.1833
135,85,JAPAN,KOCHI,SAKIHAMA,33.3833,134.2167
19612,85,JAPAN,NULL,SUSAKI,33.367,133.283
19508,85,JAPAN,TOKUSHIMA,TOMOURA,33.5833,134.3667
138,85,JAPAN,TOKUSHIMA,SHISHIKUI,33.567,134.317
19507,85,JAPAN,WAKAYAMA,MISAKI,33.433,135.75
137,85,JAPAN,KOCHI,CAPE MUROTO,33.2833,134.15
19475,85,JAPAN,KUMAMOTO,KYUSHU ISLAND,33,131
19476,85,JAPAN,SHIZUOKA,NISHINA VILLAGE,34.7667,138.7667
19477,85,JAPAN,MIE,ISE BAY,34.75,136.75
19473,85,JAPAN,MIE,ISE-SHIMA,34.455,136.9
19474,85,JAPAN,CHIBA,BOSO,34.9,139.85
139,85,JAPAN,KANAGAWA,MIURA,35.14,139.6192
134,85,JAPAN,TOKYO,HACHIJO ISLAND,33.1,139.77
132,85,JAPAN,TOKUSHIMA,AWA,34.06,134.6
