89,152,77,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
90,154,14,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
10410,156,56,NULL,NULL,?,1,NULL,NULL,NULL,NULL
10924,157,106,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
26403,157,66,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
19408,158,NULL,NULL,NULL,?,1,NULL,NULL,NULL,NULL
25522,159,45,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
91,160,48,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
94,163,211,NULL,NULL,NULL,1,NULL,NULL,7.3,NULL
93,163,16,NULL,NULL,NULL,1,NULL,NULL,6,NULL
92,163,26,NULL,NULL,NULL,1,NULL,NULL,6,NULL
96,165,19,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
15740,3575,5,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
10925,166,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
28178,167,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
10926,3120,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
97,168,264,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
7642,169,3,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
18940,5404,18,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
99,170,26,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
7643,170,23,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
28206,171,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
10927,173,112,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
25328,174,23,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
25329,174,56,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
19454,176,4,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
19455,176,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
10928,3121,267,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
100,178,223,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
10929,3122,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
101,179,2,NULL,NULL,NULL,1,NULL,F,NULL,NULL
10411,181,NULL,NULL,NULL,?,1,NULL,NULL,NULL,NULL
102,182,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
31657,185,68,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
104,185,3,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
103,185,342,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
16353,186,5,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
15647,187,39,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
106,187,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
105,187,13,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
15644,187,39,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
16218,3681,118,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
19006,5410,255,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
10412,188,NULL,NULL,NULL,NULL,1,NULL,NULL,2,NULL
7998,191,20,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
7999,191,54,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
7997,191,13,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
8000,191,65,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
29557,194,488,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
113,194,66,NULL,NULL,NULL,1,NULL,NULL,24,250
111,194,15175,NULL,NULL,NULL,1,NULL,NULL,2,NULL
112,194,15174,NULL,NULL,NULL,1,NULL,NULL,2.5,NULL
114,194,66,NULL,NULL,NULL,1,NULL,NULL,26,10000
10244,194,NULL,NULL,NULL,NULL,1,NULL,NULL,2.5,NULL
16222,3686,45,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
117,197,35,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
116,197,98,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
118,197,25,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
19010,198,67,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
119,199,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
10930,3123,13,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
120,203,19,NULL,NULL,NULL,1,NULL,NULL,5,NULL
122,203,17,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
123,204,9,NULL,NULL,NULL,1,NULL,NULL,2,NULL
10935,3124,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
10413,207,63,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
124,207,9,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
10414,209,NULL,NULL,NULL,NULL,1,NULL,NULL,2,NULL
126,212,234,NULL,NULL,NULL,1,NULL,NULL,NULL,2000
10678,212,50,NULL,NULL,NULL,1,NULL,NULL,3.5,2000
127,212,2106,NULL,NULL,NULL,1,NULL,NULL,5,300
125,212,92,NULL,NULL,NULL,1,NULL,NULL,NULL,100
128,212,731,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
10677,212,930,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
15705,3548,232,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
15704,3548,93,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
10415,2954,157,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
131,216,81,NULL,NULL,NULL,1,NULL,NULL,6,NULL
133,216,118,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
135,216,77,NULL,NULL,NULL,1,NULL,NULL,10,NULL
19612,216,156,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
19508,216,82,NULL,NULL,NULL,1,NULL,NULL,5,NULL
138,216,83,NULL,NULL,NULL,1,NULL,NULL,6,NULL
19507,216,93,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
137,216,77,NULL,NULL,NULL,1,NULL,NULL,10,NULL
19475,216,364,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
19476,2954,143,NULL,NULL,NULL,1,NULL,NULL,NULL,1200
19477,2954,213,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
19473,2954,182,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
19474,2954,199,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
139,2954,209,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
134,2954,126,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
132,216,121,NULL,NULL,NULL,1,NULL,NULL,7,NULL
10416,219,135,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30381,5570,25,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30369,5570,36,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30383,5570,18,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30384,5570,12,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30385,5570,31,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30386,5570,106,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30387,5570,234,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30388,5570,254,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30366,5570,46,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30374,5570,26,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30375,5570,23,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30376,5570,18,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30377,5570,15,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30378,5570,16,NULL,NULL,NULL,1,NULL,NULL,7.74,NULL
30379,5570,13,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30380,5570,2,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30370,5570,34,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30371,5570,30,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30372,5570,28,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30373,5570,23,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30367,5570,39,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30368,5570,39,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
30382,5570,16,NULL,NULL,NULL,1,NULL,NULL,7.14,NULL
10514,222,54,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
10936,3125,44,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
140,226,492,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
141,226,381,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
142,226,233,NULL,NULL,NULL,1,NULL,NULL,25,1200
144,226,226,NULL,NULL,NULL,1,NULL,NULL,25,NULL
19479,226,228,NULL,NULL,NULL,1,NULL,NULL,9,NULL
19480,226,232,NULL,NULL,NULL,1,NULL,NULL,9,NULL
19481,226,227,NULL,NULL,NULL,1,NULL,NULL,7,NULL
18959,226,330,NULL,NULL,NULL,1,NULL,NULL,7,4000
19478,226,219,NULL,NULL,NULL,1,NULL,NULL,25,NULL
19482,226,334,NULL,NULL,NULL,1,NULL,NULL,6,NULL
19279,226,312,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
145,2328,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
10937,3126,4,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
146,228,50,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
25852,2289,17,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
10738,230,3,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
147,231,130,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
148,231,139,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
149,231,130,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
152,233,228,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
28207,233,548,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
150,233,228,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
151,233,226,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
153,235,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
154,236,23,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
10938,3127,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
10939,3128,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
16221,238,2604,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
16220,238,2650,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
155,238,24,NULL,NULL,NULL,1,NULL,NULL,NULL,4800
29947,238,96,NULL,NULL,NULL,1,NULL,NULL,NULL,4000
156,3789,182,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
157,243,8,NULL,NULL,NULL,1,NULL,NULL,16,NULL
159,243,8,NULL,NULL,NULL,1,NULL,NULL,16,NULL
160,243,7,NULL,NULL,NULL,1,NULL,NULL,4,NULL
10940,3129,15,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
28208,245,27,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
161,245,17,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
28209,245,46,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
162,246,9,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
16149,248,1084,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
163,248,23,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
15706,3549,24,NULL,NULL,NULL,7,NULL,NULL,1,NULL
25523,249,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
26190,3130,18,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
